,Id,Date,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,ModeratelyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Weekday,ActivityType,TotalTimeInBed,TotalMinutesAsleep,TotalMinutesNotAsleep,SleepRange
23,1503960366,5/4/2016,11100,7.150000095,2.460000038,0.870000005,3.819999933,0,36,22,203,1179,1819,Wednesday,Sedentary,,,,
24,1503960366,5/5/2016,14070,8.899999619,2.920000076,1.080000043,4.880000114,0,45,24,250,857,1959,Thursday,Sedentary,264,247,17,Under Sleep
25,1503960366,5/6/2016,12159,8.029999733,1.970000029,0.25,5.809999943,0,24,6,289,754,1896,Friday,Sedentary,367,334,33,Under Sleep
26,1503960366,5/7/2016,11992,7.710000038,2.460000038,2.119999886,3.130000114,0,37,46,175,833,1821,Saturday,Sedentary,349,331,18,Under Sleep
27,1503960366,5/8/2016,10060,6.579999924,3.529999971,0.319999993,2.730000019,0,44,8,203,574,1740,Sunday,Sedentary,611,594,17,Over Sleep
28,1503960366,5/9/2016,12022,7.71999979,3.450000048,0.529999971,3.74000001,0,46,11,206,835,1819,Monday,Sedentary,342,338,4,Under Sleep
29,1503960366,5/10/2016,12207,7.769999981,3.349999905,1.159999967,3.25999999,0,46,31,214,746,1859,Tuesday,Sedentary,403,383,20,Under Sleep
30,1503960366,5/11/2016,12770,8.130000114,2.559999943,1.00999999,4.550000191,0,36,23,251,669,1783,Wednesday,Sedentary,306,285,21,Under Sleep
31,1503960366,5/12/2016,0,0,0,0,0,0,0,0,0,1440,0,Thursday,Sedentary,,,,
32,1624580081,4/12/2016,8163,5.309999943,0,0,5.309999943,0,0,0,146,1294,1432,Tuesday,Sedentary,,,,
33,1624580081,4/13/2016,7007,4.550000191,0,0,4.550000191,0,0,0,148,1292,1411,Wednesday,Sedentary,,,,
34,1624580081,4/14/2016,9107,5.920000076,0,0,5.909999847,0.01,0,0,236,1204,1572,Thursday,Sedentary,,,,
35,1624580081,4/15/2016,1510,0.980000019,0,0,0.970000029,0,0,0,96,1344,1344,Friday,Sedentary,,,,
36,1624580081,4/16/2016,5370,3.49000001,0,0,3.49000001,0,0,0,176,1264,1463,Saturday,Sedentary,,,,
37,1624580081,4/17/2016,6175,4.059999943,1.029999971,1.519999981,1.49000001,0.01,15,22,127,1276,1554,Sunday,Sedentary,,,,
38,1624580081,4/18/2016,10536,7.409999847,2.150000095,0.620000005,4.619999886,0.01,17,7,202,1214,1604,Monday,Sedentary,,,,
39,1624580081,4/19/2016,2916,1.899999976,0,0,1.899999976,0,0,0,141,1299,1435,Tuesday,Sedentary,,,,
40,1624580081,4/20/2016,4974,3.230000019,0,0,3.230000019,0,0,0,151,1289,1446,Wednesday,Sedentary,,,,
41,1624580081,4/21/2016,6349,4.130000114,0,0,4.110000134,0.02,0,0,186,1254,1467,Thursday,Sedentary,,,,
42,1624580081,4/22/2016,4026,2.619999886,0,0,2.599999905,0,0,0,199,1241,1470,Friday,Sedentary,,,,
43,1624580081,4/23/2016,8538,5.550000191,0,0,5.539999962,0.01,0,0,227,1213,1562,Saturday,Sedentary,,,,
44,1624580081,4/24/2016,6076,3.950000048,1.149999976,0.910000026,1.889999986,0,16,18,185,1221,1617,Sunday,Sedentary,,,,
45,1624580081,4/25/2016,6497,4.21999979,0,0,4.199999809,0.02,0,0,202,1238,1492,Monday,Sedentary,,,,
46,1624580081,4/26/2016,2826,1.840000033,0,0,1.830000043,0.01,0,0,140,1300,1402,Tuesday,Sedentary,,,,
47,1624580081,4/27/2016,8367,5.440000057,1.110000014,1.870000005,2.460000038,0,17,36,154,1233,1670,Wednesday,Sedentary,,,,
48,1624580081,4/28/2016,2759,1.789999962,0,0.200000003,1.600000024,0,0,5,115,1320,1401,Thursday,Sedentary,,,,
49,1624580081,4/29/2016,2390,1.549999952,0,0,1.549999952,0,0,0,150,1290,1404,Friday,Sedentary,,,,
50,1624580081,4/30/2016,6474,4.300000191,0.899999976,1.279999971,2.119999886,0.01,11,23,224,1182,1655,Saturday,Sedentary,,,,
51,1624580081,5/1/2016,36019,28.03000069,21.92000008,4.190000057,1.909999967,0.02,186,63,171,1020,2690,Sunday,Sedentary,,,,
52,1624580081,5/2/2016,7155,4.929999828,0.860000014,0.589999974,3.470000029,0,7,6,166,1261,1497,Monday,Sedentary,,,,
53,1624580081,5/3/2016,2100,1.370000005,0,0,1.340000033,0.02,0,0,96,1344,1334,Tuesday,Sedentary,,,,
54,1624580081,5/4/2016,2193,1.429999948,0,0,1.419999957,0,0,0,118,1322,1368,Wednesday,Sedentary,,,,
55,1624580081,5/5/2016,2470,1.610000014,0,0,1.580000043,0.02,0,0,117,1323,1370,Thursday,Sedentary,,,,
56,1624580081,5/6/2016,1727,1.120000005,0,0,1.120000005,0.01,0,0,102,1338,1341,Friday,Sedentary,,,,
57,1624580081,5/7/2016,2104,1.370000005,0,0,1.370000005,0,0,0,182,1258,1474,Saturday,Sedentary,,,,
58,1624580081,5/8/2016,3427,2.230000019,0,0,2.220000029,0,0,0,152,1288,1427,Sunday,Sedentary,,,,
59,1624580081,5/9/2016,1732,1.129999995,0,0,1.129999995,0,0,0,91,1349,1328,Monday,Sedentary,,,,
60,1624580081,5/10/2016,2969,1.929999948,0,0,1.919999957,0.01,0,0,139,1301,1393,Tuesday,Sedentary,,,,
61,1624580081,5/11/2016,3134,2.039999962,0,0,2.039999962,0,0,0,112,1328,1359,Wednesday,Sedentary,,,,
62,1624580081,5/12/2016,2971,1.929999948,0,0,1.919999957,0.01,0,0,107,890,1002,Thursday,Sedentary,,,,
63,1644430081,4/12/2016,10694,7.769999981,0.140000001,2.299999952,5.329999924,0,2,51,256,1131,3199,Tuesday,Sedentary,,,,
64,1644430081,4/13/2016,8001,5.820000172,2.279999971,0.899999976,2.640000105,0,30,16,135,1259,2902,Wednesday,Sedentary,,,,
65,1644430081,4/14/2016,11037,8.020000458,0.360000014,2.559999943,5.099999905,0,5,58,252,1125,3226,Thursday,Sedentary,,,,
66,1644430081,4/15/2016,5263,3.829999924,0.219999999,0.150000006,3.450000048,0,3,4,170,1263,2750,Friday,Sedentary,,,,
67,1644430081,4/16/2016,15300,11.11999989,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,3493,Saturday,Sedentary,,,,
68,1644430081,4/17/2016,8757,6.369999886,2.25,0.569999993,3.549999952,0,29,13,186,1212,3011,Sunday,Sedentary,,,,
69,1644430081,4/18/2016,7132,5.190000057,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,2806,Monday,Sedentary,,,,
70,1644430081,4/19/2016,11256,8.180000305,0.360000014,2.529999971,5.300000191,0,5,58,278,1099,3300,Tuesday,Sedentary,,,,
71,1644430081,4/20/2016,2436,1.769999981,0,0,1.75999999,0.01,0,0,125,1315,2430,Wednesday,Sedentary,,,,
72,1644430081,4/21/2016,1223,0.889999986,0,0,0.879999995,0.01,0,0,38,1402,2140,Thursday,Sedentary,,,,
73,1644430081,4/22/2016,3673,2.670000076,0,0,2.660000086,0.01,0,0,86,1354,2344,Friday,Sedentary,,,,
74,1644430081,4/23/2016,6637,4.829999924,0,0.579999983,4.25,0,0,15,160,1265,2677,Saturday,Sedentary,,,,
75,1644430081,4/24/2016,3321,2.410000086,0,0,2.410000086,0,0,0,89,1351,2413,Sunday,Sedentary,,,,
76,1644430081,4/25/2016,3580,2.599999905,0.589999974,0.059999999,1.950000048,0,8,1,94,1337,2497,Monday,Sedentary,,,,
77,1644430081,4/26/2016,9919,7.210000038,0.800000012,1.720000029,4.690000057,0,11,41,223,1165,3123,Tuesday,Sedentary,,,,
78,1644430081,4/27/2016,3032,2.200000048,0,0,2.200000048,0,0,0,118,1322,2489,Wednesday,Sedentary,,,,
79,1644430081,4/28/2016,9405,6.840000153,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,3108,Thursday,Sedentary,,,,
80,1644430081,4/29/2016,3176,2.309999943,0,0,2.309999943,0,0,0,120,1193,2498,Friday,Sedentary,127,119,8,Under Sleep
81,1644430081,4/30/2016,18213,13.23999977,0.629999995,3.140000105,9.460000038,0,9,71,402,816,3846,Saturday,Sedentary,142,124,18,Under Sleep
82,1644430081,5/1/2016,6132,4.460000038,0.239999995,0.99000001,3.230000019,0,3,24,146,908,2696,Sunday,Sedentary,,,,
83,1644430081,5/2/2016,3758,2.730000019,0.07,0.310000002,2.349999905,0,1,7,148,682,2580,Monday,Sedentary,961,796,165,Over Sleep
84,1644430081,5/3/2016,12850,9.340000153,0.720000029,4.090000153,4.539999962,0,10,94,221,1115,3324,Tuesday,Sedentary,,,,
85,1644430081,5/4/2016,2309,1.679999948,0,0,1.659999967,0.02,0,0,52,1388,2222,Wednesday,Sedentary,,,,
86,1644430081,5/5/2016,4363,3.190000057,0.519999981,0.540000021,2.130000114,0.01,6,12,81,1341,2463,Thursday,Sedentary,,,,
87,1644430081,5/6/2016,9787,7.119999886,0.819999993,0.270000011,6.010000229,0.02,11,6,369,1054,3328,Friday,Sedentary,,,,
88,1644430081,5/7/2016,13372,9.720000267,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,3404,Saturday,Sedentary,,,,
89,1644430081,5/8/2016,6724,4.889999866,0,0,4.880000114,0,0,0,295,991,2987,Sunday,Sedentary,154,137,17,Under Sleep
90,1644430081,5/9/2016,6643,4.829999924,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,3008,Monday,Sedentary,,,,
91,1644430081,5/10/2016,9167,6.659999847,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,2799,Tuesday,Sedentary,,,,
92,1644430081,5/11/2016,1329,0.970000029,0,0,0.949999988,0.01,0,0,49,713,1276,Wednesday,Sedentary,,,,
93,1844505072,4/12/2016,6697,4.429999828,0,0,4.429999828,0,0,0,339,1101,2030,Tuesday,Sedentary,,,,
94,1844505072,4/13/2016,4929,3.25999999,0,0,3.25999999,0,0,0,248,1192,1860,Wednesday,Sedentary,,,,
95,1844505072,4/14/2016,7937,5.25,0,0,5.230000019,0,0,0,373,843,2130,Thursday,Sedentary,,,,
96,1844505072,4/15/2016,3844,2.539999962,0,0,2.539999962,0,0,0,176,527,1725,Friday,Sedentary,961,644,317,Over Sleep
97,1844505072,4/16/2016,3414,2.25999999,0,0,2.25999999,0,0,0,147,1293,1657,Saturday,Sedentary,,,,
98,1844505072,4/17/2016,4525,2.99000001,0.140000001,0.25999999,2.589999914,0,2,8,199,1231,1793,Sunday,Sedentary,,,,
99,1844505072,4/18/2016,4597,3.039999962,0,0.479999989,2.559999943,0,0,12,217,1211,1814,Monday,Sedentary,,,,
100,1844505072,4/19/2016,197,0.129999995,0,0,0.129999995,0,0,0,10,1430,1366,Tuesday,Sedentary,,,,
101,1844505072,4/20/2016,8,0.01,0,0,0.01,0,0,0,1,1439,1349,Wednesday,Sedentary,,,,
102,1844505072,4/21/2016,8054,5.320000172,0.119999997,0.519999981,4.679999828,0,2,13,308,1117,2062,Thursday,Sedentary,,,,
103,1844505072,4/22/2016,5372,3.549999952,0,0,3.549999952,0,0,0,220,1220,1827,Friday,Sedentary,,,,
104,1844505072,4/23/2016,3570,2.359999895,0,0,2.359999895,0,0,0,139,1301,1645,Saturday,Sedentary,,,,
105,1844505072,4/24/2016,0,0,0,0,0,0,0,0,0,1440,1347,Sunday,Sedentary,,,,
106,1844505072,4/25/2016,0,0,0,0,0,0,0,0,0,1440,1347,Monday,Sedentary,,,,
107,1844505072,4/26/2016,0,0,0,0,0,0,0,0,0,1440,1347,Tuesday,Sedentary,,,,
108,1844505072,4/27/2016,4,0,0,0,0,0,0,0,1,1439,1348,Wednesday,Sedentary,,,,
109,1844505072,4/28/2016,6907,4.570000172,0,0,4.559999943,0,0,0,302,1138,1992,Thursday,Sedentary,,,,
110,1844505072,4/29/2016,4920,3.25,0,0,3.25,0,0,0,247,1082,1856,Friday,Sedentary,,,,
111,1844505072,4/30/2016,4014,2.670000076,0,0,2.650000095,0,0,0,184,218,1763,Saturday,Sedentary,961,722,239,Over Sleep
112,1844505072,5/1/2016,2573,1.700000048,0,0.25999999,1.450000048,0,0,7,75,585,1541,Sunday,Sedentary,961,590,371,Over Sleep
113,1844505072,5/2/2016,0,0,0,0,0,0,0,0,0,1440,1348,Monday,Sedentary,,,,
114,1844505072,5/3/2016,4059,2.680000067,0,0,2.680000067,0,0,0,184,1256,1742,Tuesday,Sedentary,,,,
115,1844505072,5/4/2016,2080,1.370000005,0,0,1.370000005,0,0,0,87,1353,1549,Wednesday,Sedentary,,,,
116,1844505072,5/5/2016,2237,1.480000019,0,0,1.480000019,0,0,0,120,1320,1589,Thursday,Sedentary,,,,
117,1844505072,5/6/2016,44,0.029999999,0,0,0.029999999,0,0,0,2,1438,1351,Friday,Sedentary,,,,
118,1844505072,5/7/2016,0,0,0,0,0,0,0,0,0,1440,1347,Saturday,Sedentary,,,,
119,1844505072,5/8/2016,0,0,0,0,0,0,0,0,0,1440,1347,Sunday,Sedentary,,,,
120,1844505072,5/9/2016,0,0,0,0,0,0,0,0,0,1440,1347,Monday,Sedentary,,,,
121,1844505072,5/10/2016,0,0,0,0,0,0,0,0,0,1440,1347,Tuesday,Sedentary,,,,
122,1844505072,5/11/2016,0,0,0,0,0,0,0,0,0,1440,1347,Wednesday,Sedentary,,,,
123,1844505072,5/12/2016,0,0,0,0,0,0,0,0,0,711,665,Thursday,Sedentary,,,,
124,1927972279,4/12/2016,678,0.469999999,0,0,0.469999999,0,0,0,55,734,2220,Tuesday,Sedentary,775,750,25,Over Sleep
125,1927972279,4/13/2016,356,0.25,0,0,0.25,0,0,0,32,986,2151,Wednesday,Sedentary,422,398,24,Under Sleep
126,1927972279,4/14/2016,2163,1.5,0,0.400000006,1.100000024,0,0,9,88,1292,2383,Thursday,Sedentary,,,,
127,1927972279,4/15/2016,980,0.680000007,0,0,0.680000007,0,0,0,51,941,2221,Friday,Sedentary,499,475,24,Good Sleep
128,1927972279,4/16/2016,0,0,0,0,0,0,0,0,0,1440,2064,Saturday,Sedentary,,,,
129,1927972279,4/17/2016,0,0,0,0,0,0,0,0,0,1440,2063,Sunday,Sedentary,,,,
130,1927972279,4/18/2016,244,0.170000002,0,0,0.170000002,0,0,0,17,1423,2111,Monday,Sedentary,,,,
131,1927972279,4/19/2016,0,0,0,0,0,0,0,0,0,1440,2063,Tuesday,Sedentary,,,,
132,1927972279,4/20/2016,0,0,0,0,0,0,0,0,0,1440,2063,Wednesday,Sedentary,,,,
133,1927972279,4/21/2016,0,0,0,0,0,0,0,0,0,1440,2064,Thursday,Sedentary,,,,
134,1927972279,4/22/2016,149,0.100000001,0,0,0.100000001,0,0,0,10,1430,2093,Friday,Sedentary,,,,
135,1927972279,4/23/2016,2945,2.039999962,0,0,2.039999962,0,0,0,145,1295,2499,Saturday,Sedentary,,,,
136,1927972279,4/24/2016,2090,1.450000048,0.07,0.239999995,1.139999986,0,1,6,75,1358,2324,Sunday,Sedentary,,,,
137,1927972279,4/25/2016,152,0.109999999,0,0,0.109999999,0,0,0,12,1303,2100,Monday,Sedentary,,,,
138,1927972279,4/26/2016,3761,2.599999905,0,0,2.599999905,0,0,0,192,1058,2638,Tuesday,Sedentary,315,296,19,Under Sleep
139,1927972279,4/27/2016,0,0,0,0,0,0,0,0,0,1440,2063,Wednesday,Sedentary,,,,
140,1927972279,4/28/2016,1675,1.159999967,0,0,1.159999967,0,0,0,95,1167,2351,Thursday,Sedentary,178,166,12,Under Sleep
141,1927972279,4/29/2016,0,0,0,0,0,0,0,0,0,1440,2063,Friday,Sedentary,,,,
142,1927972279,4/30/2016,0,0,0,0,0,0,0,0,0,1440,2064,Saturday,Sedentary,,,,
143,1927972279,5/1/2016,2704,1.870000005,1.00999999,0.029999999,0.829999983,0,14,1,70,1355,2411,Sunday,Sedentary,,,,
144,1927972279,5/2/2016,3790,2.619999886,1.159999967,0.300000012,1.159999967,0,16,8,94,1322,2505,Monday,Sedentary,,,,
145,1927972279,5/3/2016,1326,0.920000017,0.730000019,0,0.180000007,0,10,0,17,1413,2195,Tuesday,Sedentary,,,,
146,1927972279,5/4/2016,1786,1.24000001,0,0,1.24000001,0,0,0,87,1353,2338,Wednesday,Sedentary,,,,
147,1927972279,5/5/2016,0,0,0,0,0,0,0,0,0,1440,2063,Thursday,Sedentary,,,,
148,1927972279,5/6/2016,2091,1.450000048,0,0,1.450000048,0,0,0,108,1332,2383,Friday,Sedentary,,,,
149,1927972279,5/7/2016,1510,1.039999962,0,0,1.039999962,0,0,0,48,1392,2229,Saturday,Sedentary,,,,
150,1927972279,5/8/2016,0,0,0,0,0,0,0,0,0,1440,2063,Sunday,Sedentary,,,,
151,1927972279,5/9/2016,0,0,0,0,0,0,0,0,0,1440,2063,Monday,Sedentary,,,,
152,1927972279,5/10/2016,0,0,0,0,0,0,0,0,0,1440,2063,Tuesday,Sedentary,,,,
153,1927972279,5/11/2016,0,0,0,0,0,0,0,0,0,1440,2063,Wednesday,Sedentary,,,,
154,1927972279,5/12/2016,0,0,0,0,0,0,0,0,0,966,1383,Thursday,Sedentary,,,,
155,2022484408,4/12/2016,11875,8.340000153,3.309999943,0.769999981,4.260000229,0,42,14,227,1157,2390,Tuesday,Sedentary,,,,
156,2022484408,4/13/2016,12024,8.5,2.99000001,0.100000001,5.409999847,0,43,5,292,1100,2601,Wednesday,Sedentary,,,,
157,2022484408,4/14/2016,10690,7.5,2.480000019,0.209999993,4.820000172,0,32,3,257,1148,2312,Thursday,Sedentary,,,,
158,2022484408,4/15/2016,11034,8.029999733,1.940000057,0.310000002,5.78000021,0,27,9,282,1122,2525,Friday,Sedentary,,,,
159,2022484408,4/16/2016,10100,7.090000153,3.150000095,0.550000012,3.390000105,0,41,11,151,1237,2177,Saturday,Sedentary,,,,
160,2022484408,4/17/2016,15112,11.39999962,3.869999886,0.660000026,6.880000114,0,28,29,331,1052,2782,Sunday,Sedentary,,,,
161,2022484408,4/18/2016,14131,10.06999969,3.640000105,0.119999997,6.300000191,0,48,3,311,1078,2770,Monday,Sedentary,,,,
162,2022484408,4/19/2016,11548,8.529999733,3.289999962,0.239999995,5,0,31,7,250,1152,2489,Tuesday,Sedentary,,,,
163,2022484408,4/20/2016,15112,10.67000008,3.339999914,1.929999948,5.400000095,0,48,63,276,1053,2897,Wednesday,Sedentary,,,,
164,2022484408,4/21/2016,12453,8.739999771,3.329999924,1.110000014,4.309999943,0,104,53,255,1028,3158,Thursday,Sedentary,,,,
165,2022484408,4/22/2016,12954,9.329999924,4.429999828,0.419999987,4.46999979,0,52,10,273,1105,2638,Friday,Sedentary,,,,
166,2022484408,4/23/2016,6001,4.210000038,0,0,4.210000038,0,0,0,249,1191,2069,Saturday,Sedentary,,,,
167,2022484408,4/24/2016,13481,10.27999973,4.550000191,1.149999976,4.579999924,0,37,26,216,1161,2529,Sunday,Sedentary,,,,
168,2022484408,4/25/2016,11369,8.010000229,3.329999924,0.219999999,4.460000038,0,44,8,217,1171,2470,Monday,Sedentary,,,,
169,2022484408,4/26/2016,10119,7.190000057,1.429999948,0.660000026,5.110000134,0,55,24,275,1086,2793,Tuesday,Sedentary,,,,
170,2022484408,4/27/2016,10159,7.130000114,1.039999962,0.970000029,5.119999886,0,19,20,282,1119,2463,Wednesday,Sedentary,,,,
171,2022484408,4/28/2016,10140,7.119999886,0.409999996,1.330000043,5.389999866,0,6,20,291,1123,2296,Thursday,Sedentary,,,,
172,2022484408,4/29/2016,10245,7.190000057,0.479999989,1.210000038,5.5,0,21,40,281,1098,2611,Friday,Sedentary,,,,
173,2022484408,4/30/2016,18387,12.90999985,0.939999998,1.399999976,10.56999969,0,13,23,361,1043,2732,Saturday,Sedentary,,,,
174,2022484408,5/1/2016,10538,7.400000095,1.940000057,0.959999979,4.5,0,25,28,245,1142,2380,Sunday,Sedentary,,,,
175,2022484408,5/2/2016,10379,7.289999962,2.609999895,0.340000004,4.329999924,0,36,8,277,1119,2473,Monday,Sedentary,,,,
176,2022484408,5/3/2016,12183,8.739999771,3.99000001,0.460000008,4.28000021,0,72,14,250,1104,2752,Tuesday,Sedentary,,,,
177,2022484408,5/4/2016,11768,8.289999962,2.50999999,0.930000007,4.849999905,0,36,27,272,1105,2649,Wednesday,Sedentary,,,,
178,2022484408,5/5/2016,11895,8.350000381,2.789999962,0.860000014,4.699999809,0,55,20,253,1112,2609,Thursday,Sedentary,,,,
179,2022484408,5/6/2016,10227,7.179999828,1.870000005,0.670000017,4.639999866,0,24,17,295,1104,2498,Friday,Sedentary,,,,
180,2022484408,5/7/2016,6708,4.710000038,1.610000014,0.079999998,3.019999981,0,20,2,149,1269,1995,Saturday,Sedentary,,,,
181,2022484408,5/8/2016,3292,2.309999943,0,0,2.309999943,0,0,0,135,1305,1848,Sunday,Sedentary,,,,
182,2022484408,5/9/2016,13379,9.390000343,2.119999886,1.629999995,5.639999866,0,35,47,297,1061,2709,Monday,Sedentary,,,,
183,2022484408,5/10/2016,12798,8.979999542,2.220000029,1.210000038,5.559999943,0,57,28,271,1084,2797,Tuesday,Sedentary,,,,
184,2022484408,5/11/2016,13272,9.319999695,4.179999828,1.149999976,3.99000001,0,58,25,224,1133,2544,Wednesday,Sedentary,,,,
185,2022484408,5/12/2016,9117,6.409999847,1.279999971,0.670000017,4.440000057,0,16,16,236,728,1853,Thursday,Sedentary,,,,
186,2026352035,4/12/2016,4414,2.74000001,0.189999998,0.349999994,2.200000048,0,3,8,181,706,1459,Tuesday,Sedentary,546,503,43,Over Sleep
187,2026352035,4/13/2016,4993,3.099999905,0,0,3.099999905,0,0,0,238,663,1521,Wednesday,Sedentary,565,531,34,Over Sleep
188,2026352035,4/14/2016,3335,2.069999933,0,0,2.049999952,0,0,0,197,653,1431,Thursday,Sedentary,568,545,23,Over Sleep
189,2026352035,4/15/2016,3821,2.369999886,0,0,2.369999886,0,0,0,188,687,1444,Friday,Sedentary,573,523,50,Over Sleep
190,2026352035,4/16/2016,2547,1.580000043,0,0,1.580000043,0,0,0,150,728,1373,Saturday,Sedentary,567,524,43,Over Sleep
191,2026352035,4/17/2016,838,0.519999981,0,0,0.519999981,0,0,0,60,1053,1214,Sunday,Sedentary,498,437,61,Good Sleep
192,2026352035,4/18/2016,3325,2.059999943,0,0,2.059999943,0,0,0,182,1062,1419,Monday,Sedentary,,,,
193,2026352035,4/19/2016,2424,1.5,0,0,1.5,0,0,0,141,785,1356,Tuesday,Sedentary,540,498,42,Over Sleep
194,2026352035,4/20/2016,7222,4.480000019,0,0,4.480000019,0,0,0,327,623,1667,Wednesday,Sedentary,510,461,49,Good Sleep
195,2026352035,4/21/2016,2467,1.529999971,0,0,1.529999971,0,0,0,153,749,1370,Thursday,Sedentary,514,477,37,Good Sleep
196,2026352035,4/22/2016,2915,1.809999943,0,0,1.809999943,0,0,0,162,712,1399,Friday,Sedentary,545,520,25,Over Sleep
197,2026352035,4/23/2016,12357,7.710000038,0,0,7.710000038,0,0,0,432,458,1916,Saturday,Sedentary,554,522,32,Over Sleep
198,2026352035,4/24/2016,3490,2.160000086,0,0,2.160000086,0,0,0,164,704,1401,Sunday,Sedentary,591,555,36,Over Sleep
199,2026352035,4/25/2016,6017,3.730000019,0,0,3.730000019,0,0,0,260,821,1576,Monday,Sedentary,531,506,25,Over Sleep
200,2026352035,4/26/2016,5933,3.680000067,0,0,3.680000067,0,0,0,288,1018,1595,Tuesday,Sedentary,,,,
201,2026352035,4/27/2016,6088,3.769999981,0,0,3.769999981,0,0,0,286,586,1593,Wednesday,Sedentary,545,508,37,Over Sleep
202,2026352035,4/28/2016,6375,3.950000048,0,0,3.950000048,0,0,0,331,626,1649,Thursday,Sedentary,545,513,32,Over Sleep
203,2026352035,4/29/2016,7604,4.710000038,0,0,4.710000038,0,0,0,352,492,1692,Friday,Sedentary,510,490,20,Over Sleep
204,2026352035,4/30/2016,4729,2.930000067,0,0,2.930000067,0,0,0,233,594,1506,Saturday,Sedentary,607,573,34,Over Sleep
